city,time_period,total_points,outliers_iqr_count,outliers_iqr_pct,outliers_zscore_count,outliers_zscore_pct,mean_temp,std_temp,min_temp,max_temp
"Spokane, WA",am,17215,44,0.25559105431309903,0,0.0,65.33647981411559,2.531343690927706,57.8,71.7
"Spokane, WA",pm,12351,31,0.2509918225244919,5,0.040482552020079346,87.71755323455591,1.8043137448713984,82.2,93.1
"Toledo, OH",af,15105,50,0.33101621979477,20,0.132406487917908,83.40349553128102,1.7563389790879336,78.6,89.8
"Toledo, OH",am,17106,5,0.029229510113410496,0,0.0,69.54312521922132,0.7376322130707426,67.7,71.6
"Toledo, OH",pm,18261,12,0.06571381632988336,12,0.06571381632988336,82.06192431958819,1.4003808532365316,78.3,87.0
"Victorville, CA",af,10794,382,3.5390031498980914,26,0.2408745599407078,95.1672429127293,1.2897521048073533,91.22,99.32
"Victorville, CA",am,10401,261,2.509374098644361,4,0.03845784059225075,71.55524661090281,2.7412050758740394,64.03999999999999,80.42
"Virginia Beach, VA",af,18617,2,0.010742869420422194,14,0.07520008594295537,90.3242837191814,2.846962702720459,81.72,99.78
"Washington, D.C.",af,23345,587,2.514457057185693,212,0.9081173698864853,94.68459713000642,2.2556181137341675,85.1,103.1
"Washington, D.C.",am,25637,27,0.10531653469594726,27,0.10531653469594726,77.33605804111245,2.0382789627126954,68.9,82.75999999999999
"Washington, D.C.",pm,25066,1099,4.3844251176893,315,1.2566823585733662,89.55758876565865,2.5087762834333036,79.52,98.78
"West Palm Beach, FL",af,12796,592,4.626445764301344,144,1.1253516723976242,88.65950140668959,2.0458229163460055,82.03999999999999,93.92
"West Palm Beach, FL",pm,10133,121,1.1941182275732753,100,0.9868745682423763,84.82215730780618,0.6834610171263961,83.48,89.42
"Winchester, VA",af,26942,22,0.08165689258406948,0,0.0,92.36371761561874,2.4740880663815408,85.76,99.21
"Winchester, VA",pm,26709,21,0.07862518252274514,9,0.033696506795462204,83.47527163128534,1.0701878800963498,80.21,86.3
"Worcester, MA",af,18509,72,0.38899994597222975,27,0.14587497973958613,85.03783780863364,1.633813039085402,80.06,90.86000000000001
"Worcester, MA",am,22431,933,4.159422228166377,26,0.11591101600463645,65.71718336231109,1.6667574320365075,61.16,71.06
"Yonkers, NY",af,9361,220,2.3501762632197414,105,1.1216750347185132,85.9201046896699,1.6279473365054604,80.24000000000001,95.18
"Yonkers, NY",am,12576,631,5.017493638676845,95,0.7554071246819338,68.21344942748091,0.819827021831351,66.38,70.88
